societaire,montant_moyen,nb_transactions_mois,dernière_transaction,dernière_transaction_jour
4459,18409.0,10,2025-08-14,19
4486,124356.48484848485,33,2025-08-11,22
4494,78666.66666666667,6,2025-08-03,30
4499,95250.0,2,2025-08-10,23
4511,60966.666666666664,3,2025-07-04,60
4512,50021.04651162791,43,2025-08-16,17
4554,33790.192307692305,26,2025-08-15,18
4560,40087.5,4,2025-08-02,31
4570,13490.470085470086,117,2025-08-18,15
4574,58893.0,2,2025-08-06,27
4613,128729.0,10,2025-07-31,33
4698,66600.43478260869,23,2025-08-18,15
4702,29416.666666666668,9,2025-08-12,21
4704,65620.90909090909,11,2025-08-07,26
4751,28119.21875,64,2025-08-12,21
4821,29317.14285714286,7,2025-08-16,17
4856,13539.651162790698,86,2025-08-18,15
4858,17500.0,2,2025-07-23,41
4866,65486.5,20,2025-08-05,28
4867,73887.5,4,2025-08-05,28
4883,33030.0,6,2025-08-09,24
4921,100000.0,2,2025-08-12,21
4922,20625.0,8,2025-08-10,23
4973,20945.16129032258,31,2025-08-02,31
5020,47760.0,5,2025-08-02,31
5105,156000.0,2,2025-08-05,28
5108,44400.0,1,2025-07-25,39
5116,10000.0,1,2025-07-12,52
5133,26305.555555555555,18,2025-08-09,24
5139,100000.0,2,2025-08-07,26
5198,16038.2,25,2025-08-16,17
5226,81928.26086956522,23,2025-07-22,42
5252,22600.0,3,2025-07-18,46
5257,60341.666666666664,6,2025-08-10,23
5313,54500.0,2,2025-08-05,28
5324,47500.0,7,2025-08-08,25
5373,5000.0,1,2025-07-11,53
5375,12375.0,8,2025-08-15,18
5409,37581.53846153846,65,2025-08-17,16
5434,145000.0,3,2025-08-01,32
5442,157333.33333333334,3,2025-08-05,28
5509,14284.130434782608,23,2025-07-29,35
5559,54989.6875,32,2025-08-12,21
5596,13210.138888888889,36,2025-08-04,29
5602,100500.0,3,2025-07-29,35
5634,76163.0,1,2025-07-26,38
5657,34461.413043478264,46,2025-08-14,19
5686,140000.0,3,2025-07-29,35
5707,106250.0,4,2025-08-06,27
5752,10885.76923076923,117,2025-08-18,15
5774,18750.0,16,2025-08-11,22
5798,7116.944444444444,18,2025-08-01,32
5822,28750.0,4,2025-07-21,43
5850,23535.0,2,2025-08-17,16
5878,60000.0,1,2025-08-09,24
5892,43040.0,6,2025-08-13,20
5906,42253.57142857143,14,2025-07-29,35
5932,13337.0,15,2025-08-18,15
5942,57307.5,10,2025-08-18,15
5974,4337.0,5,2025-08-17,16
5982,128750.0,20,2025-08-01,32
6026,60000.0,2,2025-08-09,24
6056,18250.0,4,2025-08-17,16
6066,20488.4375,16,2025-08-18,15
6082,15768.4,25,2025-07-31,33
6110,5000.0,1,2025-07-22,42
6196,93010.0,2,2025-07-29,35
6201,81272.75,4,2025-06-30,64
6208,23866.074626865673,67,2025-08-18,15
6238,109485.0,10,2025-08-14,19
6242,60577.5,4,2025-06-26,68
6243,16627.25,20,2025-08-18,15
6248,33558.88888888889,9,2025-08-12,21
6257,85841.66666666667,3,2025-08-05,28
6281,39423.0,20,2025-08-08,25
6289,16500.0,4,2025-08-05,28
6320,59514.0,2,2025-07-25,39
6334,34100.0,2,2025-08-05,28
6338,44400.0,5,2025-08-10,23
6340,40436.58536585366,41,2025-08-18,15
6359,29486.068376068375,117,2025-08-18,15
6361,82142.85714285714,7,2025-08-14,19
6408,47833.333333333336,6,2025-08-07,26
6413,82088.46153846153,13,2025-08-16,17
6433,64312.5,16,2025-08-15,18
6438,62529.09090909091,11,2025-08-06,27
6441,109205.88235294117,17,2025-08-14,19
6526,39000.0,2,2025-07-28,36
6534,40000.0,1,2025-07-23,41
6567,25000.0,1,2025-08-04,29
6591,156142.85714285713,7,2025-08-13,20
6592,123000.0,6,2025-07-31,33
6614,20000.0,1,2025-07-18,46
6654,49562.5,8,2025-07-30,34
6655,127848.57142857143,7,2025-08-11,22
6691,83500.0,1,2025-08-05,28
6707,18180.0,1,2025-07-25,39
6712,113333.33333333333,21,2025-08-16,17
6731,36490.0,4,2025-08-05,28
6773,66794.11764705883,34,2025-08-01,32
6862,20523.809523809523,21,2025-08-09,24
6919,26708.157894736843,19,2025-08-06,27
6969,183516.25,4,2025-08-13,20
6999,200000.0,14,2025-08-18,15
7024,18965.227272727272,22,2025-08-04,29
7062,137772.0,5,2025-08-14,19
7109,156500.0,2,2025-07-29,35
7138,146207.5,4,2025-08-04,29
7189,127272.72727272728,11,2025-08-14,19
7191,61148.333333333336,6,2025-08-13,20
7331,90300.0,20,2025-08-16,17
7372,91000.0,1,2025-08-09,24
7373,11398.5,10,2025-08-02,31
7381,18542.98449612403,129,2025-08-18,15
7475,104580.0,6,2025-08-02,31
7579,112003.57142857143,14,2025-08-10,23
7583,180500.0,4,2025-07-06,58
7670,12720.0,28,2025-08-10,23
7714,12895.0,15,2025-08-13,20
7731,130300.0,4,2025-08-10,23
7756,3000.0,1,2025-08-08,25
7822,133727.5,4,2025-07-29,35
7884,43000.0,1,2025-08-08,25
7921,20520.0,15,2025-08-16,17
7942,22500.0,2,2025-07-31,33
7953,107884.61538461539,26,2025-08-18,15
7969,106750.0,4,2025-07-29,35
8049,118695.42857142857,35,2025-08-15,18
8113,170000.0,1,2025-07-31,33
8165,8750.0,2,2025-07-30,34
8174,99057.14285714286,7,2025-08-01,32
8277,85768.33333333333,6,2025-07-30,34
8280,84140.1,10,2025-07-29,35
8309,50250.0,2,2025-07-29,35
8312,2200.0,1,2025-08-04,29
8323,52517.54385964912,57,2025-08-14,19
8443,55000.0,1,2025-07-16,48
8478,42583.333333333336,3,2025-07-25,39
8520,16615.0,2,2025-08-17,16
8584,109948.57142857143,7,2025-08-18,15
8613,24883.333333333332,45,2025-08-18,15
8821,35000.0,2,2025-07-25,39
8838,70701.42857142857,7,2025-08-05,28
8887,22500.0,2,2025-08-11,22
8892,40777.10526315789,38,2025-08-16,17
8922,82500.0,2,2025-07-26,38
8926,79500.0,2,2025-06-27,67
8939,95115.0,6,2025-07-28,36
8982,27355.0,13,2025-08-08,25
9001,82500.0,4,2025-08-12,21
9007,185516.66666666666,3,2025-07-29,35
9061,12125.0,8,2025-08-09,24
9072,64000.0,2,2025-07-25,39
9085,125583.33333333333,6,2025-08-12,21
9103,20000.0,1,2025-07-16,48
9217,37272.72727272727,11,2025-08-10,23
9221,75250.0,2,2025-07-21,43
9273,160000.0,4,2025-07-28,36
9301,11260.172413793103,29,2025-08-17,16
9346,113252.66666666667,15,2025-07-12,52
9385,151666.66666666666,3,2025-07-21,43
11158,94333.33333333333,6,2025-08-17,16
11159,18200.0,4,2025-08-08,25
11207,3000.0,1,2025-07-02,62
11223,80447.5,4,2025-07-29,35
11282,19333.333333333332,3,2025-08-08,25
11288,139165.0,4,2025-07-28,36
11297,46750.0,7,2025-08-16,17
11371,192205.0,4,2025-07-31,33
11423,5891.25,4,2025-08-13,20
11426,116160.0,4,2025-07-29,35
11430,27725.0,4,2025-08-07,26
11474,5786.595959595959,99,2025-08-17,16
11487,22555.106382978724,47,2025-08-18,15
11535,10897.272727272728,11,2025-08-12,21
11575,107222.22222222222,9,2025-08-14,19
11587,44500.0,4,2025-08-01,32
11606,46000.0,3,2025-08-13,20
11642,35683.709677419356,31,2025-08-17,16
11658,73600.0,5,2025-08-07,26
11684,10465.0,4,2025-08-14,19
11711,12385.666666666666,15,2025-08-18,15
11713,1900.0,3,2025-06-23,71
11725,113400.0,3,2025-08-05,28
11733,100000.0,1,2025-06-26,68
11749,15655.0,3,2025-06-25,69
11760,49367.77777777778,9,2025-07-29,35
11803,20400.0,3,2025-07-17,47
11904,125000.0,1,2025-07-04,60
11958,125000.0,4,2025-08-18,15
11993,106175.0,4,2025-08-06,27
12000,114066.66666666667,3,2025-08-08,25
12057,27648.75,12,2025-08-16,17
12067,149358.75,4,2025-07-28,36
12070,77126.25,4,2025-08-01,32
12074,53849.47368421053,19,2025-08-08,25
12111,136000.0,5,2025-07-05,59
12119,25200.0,2,2025-06-30,64
12128,125000.0,1,2025-07-29,35
12129,23445.342465753423,73,2025-08-18,15
12142,200000.0,1,2025-07-29,35
12223,105000.0,1,2025-08-05,28
12239,19541.666666666668,12,2025-08-12,21
12313,32500.0,2,2025-08-05,28
12325,102000.0,5,2025-07-28,36
12326,90714.28571428571,7,2025-07-30,34
12327,78200.0,5,2025-07-30,34
12340,18050.0,20,2025-08-18,15
12405,74233.33333333333,3,2025-07-30,34
12438,52000.0,4,2025-07-01,63
12444,180800.0,2,2025-08-18,15
12446,129790.0,4,2025-07-28,36
12465,35300.0,5,2025-07-16,48
12543,95750.0,4,2025-07-07,57
12556,33596.818181818184,22,2025-08-10,23
12682,85730.0,8,2025-08-07,26
12714,177020.0,5,2025-08-16,17
12748,66223.07692307692,13,2025-08-11,22
12782,53760.0,4,2025-07-30,34
12784,60602.22222222222,9,2025-07-30,34
12802,87230.76923076923,26,2025-07-29,35
12804,200000.0,1,2025-07-28,36
12827,36594.0,19,2025-08-14,19
12851,10000.0,1,2025-06-26,68
13024,76666.66666666667,3,2025-08-14,19
13034,40000.0,2,2025-08-05,28
13039,25246.875,16,2025-07-24,40
13040,83500.0,2,2025-08-02,31
13049,160000.0,2,2025-07-25,39
13054,64666.666666666664,3,2025-07-28,36
13082,85850.0,1,2025-08-08,25
13172,114477.77777777778,18,2025-08-05,28
13226,136560.0,5,2025-08-04,29
13248,145583.33333333334,12,2025-08-17,16
13253,60266.666666666664,3,2025-08-10,23
13262,77328.75,8,2025-08-05,28
13305,85854.61538461539,13,2025-08-14,19
13330,19615.384615384617,13,2025-08-08,25
13406,75250.0,2,2025-07-28,36
13410,180900.0,2,2025-07-28,36
13535,127500.0,4,2025-07-26,38
13799,10628.28947368421,38,2025-08-11,22
14301,37875.0,12,2025-08-12,21
14370,42985.71428571428,7,2025-08-18,15
14384,56000.0,1,2025-08-05,28
14421,18466.666666666668,3,2025-08-05,28
14424,54000.0,1,2025-08-14,19
14444,39683.333333333336,3,2025-07-26,38
14506,83333.33333333333,3,2025-08-12,21
14622,500.0,1,2025-08-06,27
14744,13210.581395348838,86,2025-08-17,16
14750,97066.0,5,2025-08-09,24
14780,64666.666666666664,3,2025-08-05,28
14836,15794.594594594595,37,2025-08-17,16
14950,75000.0,1,2025-06-24,70
14974,23403.75,8,2025-08-16,17
14980,63592.72727272727,11,2025-07-28,36
15046,24464.285714285714,7,2025-08-18,15
15154,55300.0,19,2025-08-18,15
15160,10000.0,1,2025-07-03,61
15179,48600.0,10,2025-07-30,34
15262,150067.5,4,2025-07-25,39
15392,23238.095238095237,21,2025-08-08,25
15484,14653.40909090909,44,2025-08-18,15
15624,29792.85714285714,14,2025-07-29,35
15781,10794.285714285714,14,2025-08-18,15
15803,8296.388888888889,18,2025-08-13,20
15895,20166.6935483871,62,2025-08-12,21
15945,41371.0,20,2025-08-18,15
15949,126000.0,2,2025-08-05,28
15998,8675.833333333334,42,2025-07-22,42
16026,85025.0,16,2025-08-04,29
16069,16446.666666666668,3,2025-07-25,39
16288,61495.71428571428,28,2025-08-18,15
16405,13220.980392156862,204,2025-08-18,15
16653,110000.0,2,2025-07-28,36
16800,37291.666666666664,12,2025-08-16,17
16858,41248.260869565216,23,2025-08-17,16
16963,121200.0,2,2025-06-19,75
17048,88999.7,50,2025-08-18,15
17068,80687.5,8,2025-08-12,21
17190,57577.142857142855,21,2025-08-15,18
17216,97400.0,5,2025-08-16,17
17232,14000.0,3,2025-07-28,36
17295,8837.608695652174,23,2025-08-13,20
17301,8750.0,8,2025-08-10,23
17310,71010.0,2,2025-08-13,20
17393,109876.875,8,2025-08-15,18
17404,68127.27272727272,22,2025-08-18,15
17408,115750.41666666667,24,2025-08-03,30
17448,44000.0,8,2025-08-16,17
17493,73252.5,4,2025-08-08,25
17656,124536.66666666667,6,2025-08-09,24
17807,42743.333333333336,3,2025-07-14,50
17837,57656.666666666664,6,2025-07-12,52
17842,86231.25,4,2025-07-28,36
17864,22255.084745762713,59,2025-08-16,17
17887,22022.85714285714,21,2025-08-02,31
17895,80000.0,1,2025-07-01,63
17909,85987.5,16,2025-08-09,24
18125,50333.333333333336,3,2025-07-29,35
18127,25000.0,2,2025-07-15,49
18183,121442.17391304347,23,2025-08-11,22
18257,19979.270833333332,48,2025-08-18,15
18321,1000.0,1,2025-06-21,73
18342,13222.2,45,2025-08-18,15
18383,18999.444444444445,9,2025-08-16,17
18461,59225.0,1,2025-07-07,57
18490,65673.33333333333,3,2025-08-05,28
18508,46750.0,4,2025-08-11,22
18548,81666.66666666667,6,2025-08-05,28
18593,66545.0,8,2025-08-01,32
18621,18055.0,25,2025-08-09,24
18679,144945.0,6,2025-08-14,19
18690,8415.0,7,2025-07-21,43
18797,71054.16666666667,48,2025-08-18,15
18808,200800.0,5,2025-08-11,22
18821,55833.333333333336,6,2025-07-31,33
18849,91910.0,5,2025-08-15,18
18939,66666.66666666667,3,2025-08-11,22
18941,114000.0,2,2025-07-28,36
18976,36297.11538461538,26,2025-08-15,18
18993,195000.0,1,2025-08-14,19
19013,30000.0,1,2025-06-20,74
19021,8017.142857142857,7,2025-08-12,21
19120,56200.0,4,2025-07-29,35
19133,2772.5,4,2025-07-04,60
19143,41136.25,4,2025-08-18,15
19162,21139.8,25,2025-08-16,17
19214,150666.66666666666,3,2025-08-13,20
19271,64443.75,8,2025-08-08,25
19292,15000.0,1,2025-06-22,72
19295,63293.333333333336,3,2025-06-27,67
19306,8945.0,10,2025-06-26,68
19349,135500.0,2,2025-07-29,35
19368,8018.2,25,2025-08-18,15
19387,22262.85714285714,7,2025-08-14,19
19390,33632.27272727273,22,2025-08-17,16
19401,15505.952380952382,84,2025-08-07,26
19408,82481.5,2,2025-07-25,39
19598,30000.0,2,2025-08-07,26
19620,36500.0,1,2025-08-18,15
19621,160000.0,1,2025-07-21,43
19631,39308.333333333336,6,2025-08-16,17
19651,38000.0,1,2025-07-11,53
19693,15635.5,6,2025-08-05,28
19696,154000.0,3,2025-07-28,36
19776,80000.0,2,2025-08-16,17
19781,23279.52380952381,21,2025-08-10,23
19789,23353.0,5,2025-08-05,28
19803,15050.0,2,2025-08-11,22
19830,200000.0,1,2025-08-11,22
19855,54084.117647058825,17,2025-08-18,15
19873,40150.0,2,2025-07-21,43
19874,12804.09090909091,22,2025-08-18,15
19896,115026.0,1,2025-07-01,63
19897,115175.0,3,2025-07-29,35
19898,42040.0,9,2025-08-15,18
19928,142925.0,2,2025-06-27,67
19935,67056.66666666667,9,2025-08-16,17
19941,200000.0,1,2025-07-27,37
19999,23125.0,4,2025-08-14,19
20081,67666.66666666667,6,2025-08-15,18
20089,28124.166666666668,6,2025-08-05,28
20098,58015.0,2,2025-07-26,38
20124,113734.0,5,2025-07-28,36
20133,79187.38095238095,42,2025-08-15,18
20145,22690.16129032258,31,2025-08-18,15
20173,90773.33333333333,3,2025-07-29,35
20177,76000.0,2,2025-07-13,51
20648,116000.0,1,2025-07-21,43
20749,69000.0,2,2025-08-09,24
20814,23571.25,8,2025-07-31,33
20875,17776.565217391304,46,2025-08-18,15
20926,200000.0,1,2025-06-27,67
21000,23158.125,64,2025-08-18,15
21102,23333.333333333332,6,2025-08-04,29
21199,127766.66666666667,12,2025-07-30,34
21220,2500.0,1,2025-07-29,35
21257,103500.0,2,2025-07-29,35
21259,80000.0,1,2025-08-05,28
21279,152262.5,4,2025-07-31,33
21295,68443.75,8,2025-08-08,25
21306,50466.666666666664,3,2025-08-05,28
21356,158142.85714285713,7,2025-08-07,26
21420,77333.33333333333,3,2025-08-09,24
21433,177768.0,5,2025-07-28,36
21578,70146.6,25,2025-07-28,36
21661,44210.0,2,2025-08-08,25
21699,79500.0,2,2025-08-05,28
21710,119633.33333333333,9,2025-08-17,16
21720,100000.0,1,2025-08-06,27
21793,54286.944444444445,18,2025-08-02,31
21799,38000.0,5,2025-08-02,31
21807,78392.85714285714,7,2025-08-07,26
21824,27833.333333333332,3,2025-08-01,32
21828,57897.619047619046,21,2025-08-05,28
21892,25155.0,4,2025-07-25,39
21943,157500.0,4,2025-07-27,37
21949,48500.0,4,2025-07-27,37
21973,34000.0,2,2025-07-26,38
22004,105350.0,2,2025-08-11,22
22306,103985.0,3,2025-07-30,34
22343,12500.0,1,2025-06-27,67
22351,139487.5,16,2025-08-17,16
22368,27318.18181818182,11,2025-06-25,69
22598,38363.333333333336,6,2025-06-30,64
22600,22675.25,20,2025-08-15,18
22602,39769.444444444445,9,2025-08-09,24
22616,35507.5,8,2025-08-16,17
22648,107450.0,2,2025-07-30,34
22709,38383.333333333336,3,2025-08-12,21
22773,127956.66666666667,3,2025-07-29,35
22872,104750.0,4,2025-07-28,36
22944,20681.25,4,2025-08-09,24
22976,63167.0,5,2025-08-14,19
23134,97000.0,2,2025-07-29,35
23138,127342.5,20,2025-07-19,45
23149,76364.28571428571,7,2025-08-04,29
23268,11577.857142857143,14,2025-08-14,19
23320,144000.0,2,2025-07-28,36
23326,11286.666666666666,18,2025-08-16,17
23393,9400.0,5,2025-07-30,34
23482,8300.0,4,2025-08-15,18
23535,24923.720930232557,43,2025-08-18,15
23583,10000.0,1,2025-08-15,18
23619,175750.0,4,2025-08-10,23
23630,34893.6,25,2025-08-15,18
23678,138250.0,4,2025-08-18,15
23816,72603.84615384616,13,2025-07-31,33
23887,62973.333333333336,3,2025-08-06,27
23975,82090.90909090909,11,2025-08-17,16
24005,23666.666666666668,3,2025-08-05,28
24060,193450.0,2,2025-06-25,69
24069,49200.0,5,2025-07-28,36
24137,30000.0,1,2025-07-17,47
24179,62737.857142857145,21,2025-08-16,17
24221,105925.0,4,2025-07-24,40
24302,74000.0,2,2025-07-24,40
24629,128411.72413793103,29,2025-08-12,21
24858,25732.5,2,2025-08-18,15
24913,16940.909090909092,11,2025-08-05,28
25055,44777.77777777778,9,2025-08-17,16
25077,54005.0,2,2025-07-02,62
25086,83333.33333333333,3,2025-07-01,63
25092,140000.0,1,2025-07-02,62
25274,175000.0,4,2025-07-11,53
25306,2000.0,1,2025-06-28,66
25427,6371.666666666667,18,2025-08-13,20
25444,32000.0,1,2025-08-16,17
25458,160500.0,2,2025-07-28,36
25462,85350.0,2,2025-07-03,61
25518,129500.0,2,2025-07-26,38
25523,95250.0,3,2025-08-08,25
25564,77900.0,3,2025-08-07,26
25586,24661.808510638297,47,2025-08-18,15
25647,157197.14285714287,7,2025-07-30,34
25742,75000.0,1,2025-07-28,36
25743,39492.5,4,2025-08-05,28
25754,3100.0,5,2025-08-17,16
25767,137648.57142857142,7,2025-07-29,35
25781,78500.0,3,2025-07-28,36
25785,129708.33333333333,6,2025-08-11,22
25855,76666.66666666667,3,2025-08-01,32
25935,33000.0,1,2025-08-05,28
25941,53500.0,10,2025-08-06,27
25957,92274.28571428571,7,2025-08-15,18
25960,34480.0,5,2025-08-04,29
25978,164000.0,2,2025-08-18,15
26018,85013.33333333333,6,2025-08-18,15
26029,3000.0,2,2025-08-17,16
26034,135000.0,2,2025-08-05,28
26053,75121.25,4,2025-08-02,31
26078,80286.5,2,2025-08-05,28
26148,43000.0,1,2025-08-05,28
26153,52645.0,4,2025-08-07,26
26185,99006.66666666667,6,2025-08-15,18
26295,78422.72727272728,11,2025-07-28,36
26322,24333.333333333332,12,2025-08-06,27
26336,32166.666666666668,6,2025-06-20,74
26528,49045.0,5,2025-08-05,28
26543,23333.333333333332,3,2025-08-16,17
26605,191500.0,2,2025-07-27,37
26625,47750.0,4,2025-08-05,28
26635,97666.66666666667,15,2025-08-12,21
26640,6901.666666666667,3,2025-06-18,76
26742,16441.428571428572,28,2025-08-14,19
26773,10625.0,4,2025-08-09,24
26790,25128.571428571428,7,2025-08-06,27
26810,167660.0,5,2025-07-29,35
26874,24583.114285714284,35,2025-08-18,15
26949,200000.0,7,2025-08-06,27
27040,74480.0,16,2025-07-24,40
27067,28350.0,12,2025-08-18,15
27176,165700.0,2,2025-08-05,28
27209,30161.470588235294,34,2025-08-04,29
27211,52699.13043478261,23,2025-08-16,17
27212,136350.0,3,2025-07-29,35
27216,8080.0,1,2025-07-30,34
27227,10100.0,1,2025-07-31,33
27230,40368.75,8,2025-07-29,35
27238,30000.0,1,2025-07-16,48
27279,43750.0,2,2025-07-12,52
27286,97608.33333333333,6,2025-08-04,29
27301,4500.0,7,2025-08-18,15
27310,19006.57894736842,38,2025-08-17,16
27355,110000.0,1,2025-08-08,25
27406,66900.0,1,2025-07-16,48
27442,4585.0,3,2025-08-15,18
27488,71666.66666666667,3,2025-08-03,30
27572,1000.0,1,2025-06-17,77
27629,115233.33333333333,3,2025-08-10,23
27700,55000.0,2,2025-07-20,44
27750,77230.0,4,2025-07-26,38
27763,55477.77777777778,9,2025-08-10,23
27785,15666.666666666666,3,2025-08-06,27
28021,18863.75,32,2025-08-11,22
28022,68670.0,3,2025-07-28,36
28097,18821.75,12,2025-08-04,29
28175,67170.0,6,2025-08-16,17
28191,37328.57142857143,14,2025-07-26,38
28216,36150.0,6,2025-08-11,22
28286,49491.666666666664,6,2025-08-08,25
28303,15986.666666666666,27,2025-08-18,15
28349,175000.0,3,2025-08-03,30
28361,28003.333333333332,3,2025-08-06,27
28362,113750.0,4,2025-07-29,35
28389,26218.478260869564,23,2025-08-17,16
28470,57000.0,9,2025-08-14,19
28574,6750.0,8,2025-08-09,24
28606,129500.0,2,2025-07-28,36
28637,15337.35294117647,17,2025-08-14,19
28646,27808.75,4,2025-07-23,41
28781,107700.0,4,2025-08-06,27
28790,505.0,1,2025-06-26,68
28845,7500.0,2,2025-08-05,28
28880,47701.23529411765,17,2025-08-16,17
28881,76558.33333333333,6,2025-08-02,31
28884,88000.0,5,2025-08-18,15
28890,13878.0,5,2025-08-10,23
28900,56530.71428571428,7,2025-08-18,15
28924,51390.0,5,2025-08-13,20
28932,13855.0,3,2025-07-06,58
28970,86544.73684210527,19,2025-08-11,22
29017,135000.0,1,2025-08-06,27
29070,10382.439024390244,41,2025-08-12,21
29080,41878.1,50,2025-08-18,15
29089,2500.0,2,2025-07-15,49
29091,105092.85714285714,7,2025-08-08,25
29123,200000.0,1,2025-08-01,32
29200,133460.0,15,2025-08-10,23
29203,91628.57142857143,14,2025-08-12,21
29215,10607.659574468085,47,2025-08-18,15
29322,142420.0,4,2025-08-11,22
29444,75000.0,2,2025-08-09,24
29475,121800.0,5,2025-08-05,28
29505,25333.333333333332,3,2025-08-06,27
29517,38750.0,2,2025-08-05,28
29563,100000.0,2,2025-08-01,32
29592,200000.0,1,2025-07-30,34
29604,120166.66666666667,3,2025-08-07,26
29606,20000.0,2,2025-07-09,55
29623,29900.0,10,2025-08-15,18
29659,3000.0,2,2025-08-11,22
29705,88000.0,2,2025-08-05,28
29730,120452.5,4,2025-07-29,35
29752,11750.0,4,2025-07-24,40
29755,6561.339393939394,165,2025-08-17,16
29777,105025.0,4,2025-08-12,21
29786,33542.0,5,2025-08-10,23
29787,15324.081632653062,49,2025-08-15,18
29803,28280.0,2,2025-08-04,29
29807,61333.333333333336,3,2025-08-05,28
29869,25050.0,2,2025-08-12,21
29895,86525.0,5,2025-07-27,37
29914,62990.90909090909,11,2025-08-02,31
29946,72888.33333333333,3,2025-07-26,38
29953,93515.83333333333,6,2025-07-28,36
29989,50250.0,2,2025-07-23,41
30015,68813.46153846153,13,2025-07-30,34
30030,192500.0,2,2025-08-05,28
30038,81281.33333333333,15,2025-07-28,36
