client_id,montant_moyen,dernière_transaction,nb_transactions_mois,dernière_transaction_jour,anomalie
359,441304,06/08/2025,1,22,0
360,426026,01/08/2025,1,27,0
361,144783,04/08/2025,6,24,0
362,192406,17/08/2025,12,11,0
363,889787,11/08/2025,2,17,0
364,927622,21/08/2025,12,7,0
365,408912,04/08/2025,22,24,0
366,245117,17/08/2025,18,11,0
367,267424,19/08/2025,3,9,0
368,340075,15/08/2025,22,13,0
369,616659,05/08/2025,3,23,0
370,657521,01/08/2025,16,27,0
371,214700,24/08/2025,7,4,0
372,85511,14/08/2025,1,14,0
373,33435,06/08/2025,10,22,-1
374,323518,16/08/2025,6,12,0
375,713330,25/08/2025,14,3,0
376,807856,01/08/2025,10,27,0
377,918194,06/08/2025,9,22,0
378,254143,18/08/2025,17,10,0
379,775992,22/08/2025,3,6,0
380,675628,16/08/2025,3,12,0
381,735708,01/08/2025,17,27,0
382,116749,12/08/2025,0,16,0
383,512162,21/08/2025,8,7,0
384,606329,20/08/2025,10,8,0
385,296675,14/08/2025,1,14,0
386,470727,17/08/2025,0,11,0
387,761143,17/08/2025,10,11,0
388,962737,25/08/2025,2,3,0
389,512806,25/08/2025,18,3,0
390,582687,18/08/2025,14,10,0
391,882948,07/08/2025,3,21,0
392,519382,08/08/2025,5,20,0
393,490127,20/08/2025,9,8,0
394,446975,06/08/2025,8,22,0
395,273212,18/08/2025,17,10,0
396,699633,02/08/2025,22,26,0
397,44766,14/08/2025,4,14,0
398,101167,06/08/2025,23,22,0
399,718514,03/08/2025,8,25,0
400,826903,05/08/2025,9,23,0
401,489265,07/08/2025,16,21,0
402,944673,23/08/2025,18,5,0
403,277588,01/08/2025,5,27,0
404,158214,19/08/2025,23,9,0
405,674427,17/08/2025,3,11,0
406,859431,03/08/2025,17,25,0
407,18784,02/08/2025,10,26,-1
408,186934,20/08/2025,2,8,0
409,181697,06/08/2025,11,22,0
410,548249,12/08/2025,4,16,0
411,115299,06/08/2025,22,22,0
412,758372,08/08/2025,18,20,0
413,714434,14/08/2025,2,14,0
414,915417,07/08/2025,4,21,0
415,256172,24/08/2025,9,4,0
416,860009,10/08/2025,0,18,0
417,974608,12/08/2025,16,16,0
418,808880,23/08/2025,7,5,0
419,846133,07/08/2025,12,21,0
420,715291,12/08/2025,22,16,0
421,377600,10/08/2025,0,18,0
422,240917,01/08/2025,13,27,0
423,489372,19/08/2025,2,9,0
424,239058,08/08/2025,24,20,0
425,958545,04/08/2025,25,24,0
426,622195,09/08/2025,9,19,0
427,256789,14/08/2025,2,14,0
428,817898,24/08/2025,16,4,0
429,719830,15/08/2025,25,13,0
430,320181,10/08/2025,5,18,0
431,501503,22/08/2025,24,6,0
432,256610,25/08/2025,13,3,0
433,425109,16/08/2025,13,12,0
434,761131,25/08/2025,10,3,0
435,818665,10/08/2025,0,18,0
436,122545,17/08/2025,15,11,0
437,36397,08/08/2025,10,20,0
438,414434,14/08/2025,14,14,0
439,713737,20/08/2025,25,8,0
440,91106,16/08/2025,3,12,0
441,697214,24/08/2025,24,4,0
442,893013,07/08/2025,21,21,0
443,73025,13/08/2025,7,15,0
444,194570,05/08/2025,13,23,0
445,69146,17/08/2025,8,11,0
446,450190,17/08/2025,0,11,0
447,888766,16/08/2025,8,12,0
448,936247,11/08/2025,1,17,0
449,825860,01/08/2025,17,27,0
450,446631,24/08/2025,18,4,0
451,720144,08/08/2025,24,20,0
452,891915,10/08/2025,16,18,0
453,941840,14/08/2025,8,14,0
454,612084,15/08/2025,15,13,0
455,657738,04/08/2025,14,24,0
456,144554,24/08/2025,16,4,0
457,423120,04/08/2025,12,24,0
458,880098,06/08/2025,14,22,0
459,105331,19/08/2025,8,9,0
460,56918,18/08/2025,18,10,0
461,388492,17/08/2025,8,11,0
462,756224,23/08/2025,1,5,0
463,460278,03/08/2025,6,25,0
464,270380,17/08/2025,16,11,0
465,271058,25/08/2025,23,3,0
466,667461,12/08/2025,25,16,0
467,420869,17/08/2025,25,11,0
468,214257,21/08/2025,1,7,0
469,12641,13/08/2025,0,15,0
470,584056,24/08/2025,2,4,0
471,369703,15/08/2025,9,13,0
472,984747,20/08/2025,4,8,0
473,348775,23/08/2025,17,5,0
474,555557,15/08/2025,25,13,0
475,831883,02/08/2025,14,26,0
476,847561,19/08/2025,13,9,0
477,186008,21/08/2025,16,7,0
478,551056,18/08/2025,21,10,0
479,921552,14/08/2025,16,14,0
480,595551,02/08/2025,25,26,0
481,331746,22/08/2025,3,6,0
482,282231,10/08/2025,17,18,0
483,875450,06/08/2025,11,22,0
484,910682,15/08/2025,10,13,0
485,450898,23/08/2025,15,5,0
486,853273,11/08/2025,16,17,0
487,332774,14/08/2025,4,14,0
488,470847,22/08/2025,4,6,0
489,945164,09/08/2025,15,19,0
490,539823,11/08/2025,1,17,0
491,785933,19/08/2025,3,9,0
492,742363,06/08/2025,0,22,0
493,477879,21/08/2025,16,7,0
494,57987,04/08/2025,21,24,0
495,713895,02/08/2025,0,26,0
496,564212,09/08/2025,14,19,0
497,621834,18/08/2025,19,10,0
498,948698,22/08/2025,9,6,0
499,336844,03/08/2025,14,25,0
500,730700,05/08/2025,24,23,0
501,208003,18/08/2025,25,10,0
502,911880,10/08/2025,24,18,0
503,793374,16/08/2025,0,12,0
504,719117,24/08/2025,8,4,0
505,58101,19/08/2025,17,9,0
506,305337,17/08/2025,19,11,0
507,997118,13/08/2025,12,15,0
508,343994,10/08/2025,25,18,0
509,13978,23/08/2025,13,5,-1
510,611116,05/08/2025,9,23,0
511,83773,10/08/2025,4,18,0
512,213425,24/08/2025,2,4,0
513,787958,01/08/2025,12,27,0
514,860336,15/08/2025,11,13,0
515,168154,06/08/2025,5,22,0
516,693789,04/08/2025,17,24,0
517,314530,11/08/2025,16,17,0
518,937896,09/08/2025,22,19,0
519,983868,08/08/2025,25,20,0
520,444612,08/08/2025,21,20,0
521,176732,03/08/2025,20,25,0
522,745183,15/08/2025,7,13,0
523,493749,13/08/2025,11,15,0
524,593252,18/08/2025,20,10,0
525,935027,14/08/2025,7,14,0
526,530846,07/08/2025,24,21,0
527,765098,07/08/2025,25,21,0
528,685744,14/08/2025,5,14,0
529,710095,19/08/2025,3,9,0
530,676917,11/08/2025,7,17,0
531,774813,01/08/2025,8,27,0
532,332794,24/08/2025,18,4,0
533,323513,04/08/2025,5,24,0
534,354137,21/08/2025,17,7,0
535,837709,01/08/2025,10,27,0
536,273254,19/08/2025,12,9,0
537,120978,24/08/2025,10,4,0
538,337784,21/08/2025,24,7,0
539,914501,15/08/2025,23,13,0
540,729536,22/08/2025,25,6,0
541,625437,15/08/2025,17,13,0
542,877378,14/08/2025,3,14,0
543,104340,18/08/2025,14,10,0
544,32365,14/08/2025,20,14,-1
545,333586,20/08/2025,9,8,0
546,918178,16/08/2025,20,12,0
547,220786,10/08/2025,20,18,0
548,960936,24/08/2025,1,4,0
549,25548,11/08/2025,18,17,0
550,60512,10/08/2025,5,18,0
551,452040,19/08/2025,4,9,0
552,312117,06/08/2025,17,22,0
553,887518,08/08/2025,16,20,0
554,241348,02/08/2025,14,26,0
555,850643,14/08/2025,3,14,0
556,699009,04/08/2025,16,24,0
557,870324,02/08/2025,2,26,0
558,74787,07/08/2025,0,21,0
559,716454,14/08/2025,0,14,0
560,290751,25/08/2025,4,3,0
561,914119,23/08/2025,7,5,0
562,647098,25/08/2025,24,3,0
563,944276,17/08/2025,19,11,0
564,418511,10/08/2025,14,18,0
565,752234,06/08/2025,5,22,0
566,203400,21/08/2025,12,7,0
567,785464,15/08/2025,23,13,0
568,360566,01/08/2025,0,27,0
569,711908,05/08/2025,18,23,0
570,907135,19/08/2025,0,9,0
571,188682,01/08/2025,13,27,0
572,487367,10/08/2025,9,18,0
573,430673,11/08/2025,0,17,0
574,89371,05/08/2025,15,23,0
575,751118,25/08/2025,19,3,0
576,697763,08/08/2025,9,20,0
577,469769,23/08/2025,13,5,0
578,979961,23/08/2025,2,5,0
579,411709,25/08/2025,3,3,0
580,798021,12/08/2025,10,16,0
581,44158,10/08/2025,5,18,0
582,403543,07/08/2025,10,21,0
583,450775,24/08/2025,8,4,0
584,581162,18/08/2025,15,10,0
585,771590,02/08/2025,14,26,0
586,508855,09/08/2025,13,19,0
587,390885,14/08/2025,6,14,0
588,646711,13/08/2025,10,15,0
589,350326,02/08/2025,5,26,0
590,821719,06/08/2025,0,22,0
591,617307,17/08/2025,7,11,0
592,543426,22/08/2025,1,6,0
593,851499,06/08/2025,6,22,0
594,183480,15/08/2025,14,13,0
595,470168,01/08/2025,17,27,0
596,18508,14/08/2025,4,14,0
597,764391,09/08/2025,18,19,0
598,775304,25/08/2025,6,3,0
599,862502,01/08/2025,14,27,0
600,601781,20/08/2025,6,8,0
601,608803,03/08/2025,7,25,0
602,153498,07/08/2025,5,21,0
603,347304,12/08/2025,21,16,0
604,169335,24/08/2025,0,4,0
605,528862,14/08/2025,20,14,0
606,415242,21/08/2025,11,7,0
607,867807,12/08/2025,20,16,0
608,163697,23/08/2025,13,5,0
609,671660,13/08/2025,5,15,0
610,832849,21/08/2025,8,7,0
611,782412,04/08/2025,0,24,0
612,903763,25/08/2025,0,3,0
613,367765,16/08/2025,3,12,0
614,295970,24/08/2025,7,4,0
615,819644,03/08/2025,22,25,0
616,893528,11/08/2025,10,17,0
617,575417,21/08/2025,15,7,0
618,205182,12/08/2025,13,16,0
619,999291,11/08/2025,13,17,0
620,345674,13/08/2025,24,15,0
621,74888,16/08/2025,0,12,0
622,181714,09/08/2025,1,19,0
623,738479,03/08/2025,17,25,0
624,868702,23/08/2025,20,5,0
625,477095,02/08/2025,19,26,0
626,164589,24/08/2025,16,4,0
627,598758,24/08/2025,20,4,0
628,277975,08/08/2025,19,20,0
629,442693,17/08/2025,13,11,0
630,394037,05/08/2025,6,23,0
631,755646,08/08/2025,16,20,0
632,895800,17/08/2025,16,11,0
633,722362,03/08/2025,19,25,0
634,401215,12/08/2025,23,16,0
635,735152,24/08/2025,3,4,0
636,139104,10/08/2025,7,18,0
637,306147,11/08/2025,1,17,0
638,602836,23/08/2025,12,5,0
639,580515,03/08/2025,0,25,0
640,446789,07/08/2025,18,21,0
641,718784,21/08/2025,15,7,0
642,694872,05/08/2025,24,23,0
643,640730,16/08/2025,13,12,0
644,809569,24/08/2025,2,4,0
645,63494,06/08/2025,23,22,0
646,943726,11/08/2025,19,17,0
647,837983,14/08/2025,12,14,0
648,540912,09/08/2025,21,19,0
649,254777,24/08/2025,9,4,0
650,903637,14/08/2025,6,14,0
651,182588,12/08/2025,9,16,0
652,913920,21/08/2025,18,7,0
653,854243,15/08/2025,18,13,0
654,373619,20/08/2025,11,8,0
655,383270,04/08/2025,7,24,0
656,876359,12/08/2025,24,16,0
657,285991,20/08/2025,23,8,0
658,977923,06/08/2025,12,22,0
659,879023,22/08/2025,16,6,0
660,681912,20/08/2025,13,8,0
661,780865,11/08/2025,23,17,0
662,413497,08/08/2025,1,20,0
663,209387,17/08/2025,25,11,0
664,900319,13/08/2025,9,15,0
665,782524,02/08/2025,1,26,0
666,392522,17/08/2025,11,11,0
667,80737,04/08/2025,2,24,0
668,645485,17/08/2025,7,11,0
669,411001,08/08/2025,1,20,0
670,983622,04/08/2025,11,24,0
671,249603,10/08/2025,23,18,0
672,956072,13/08/2025,24,15,0
673,263148,10/08/2025,11,18,0
674,787891,18/08/2025,6,10,0
675,872448,04/08/2025,20,24,0
676,418926,24/08/2025,0,4,0
677,208143,23/08/2025,20,5,0
678,448790,21/08/2025,10,7,0
679,184076,18/08/2025,3,10,0
680,989503,05/08/2025,5,23,0
681,157215,19/08/2025,19,9,0
682,409645,06/08/2025,5,22,0
683,652039,06/08/2025,6,22,0
684,322660,13/08/2025,17,15,0
685,463207,18/08/2025,1,10,0
686,974018,19/08/2025,1,9,0
687,532013,18/08/2025,6,10,0
688,66051,10/08/2025,10,18,0
689,954395,17/08/2025,21,11,0
690,960609,25/08/2025,7,3,0
691,458531,12/08/2025,12,16,0
692,328676,16/08/2025,25,12,0
693,732076,25/08/2025,22,3,0
694,403026,13/08/2025,1,15,0
695,910814,25/08/2025,15,3,0
696,622376,23/08/2025,17,5,0
697,29310,15/08/2025,8,13,0
698,432553,03/08/2025,0,25,0
699,985260,11/08/2025,0,17,0
700,76611,17/08/2025,12,11,0
701,444666,23/08/2025,2,5,0
702,660436,16/08/2025,14,12,0
703,156645,21/08/2025,7,7,0
704,466926,09/08/2025,6,19,0
705,591688,18/08/2025,1,10,0
706,70611,23/08/2025,5,5,0
707,825894,24/08/2025,6,4,0
708,347724,12/08/2025,7,16,0
709,211220,23/08/2025,24,5,0
710,858842,13/08/2025,0,15,0
711,868456,13/08/2025,15,15,0
712,122917,07/08/2025,2,21,0
713,74426,25/08/2025,23,3,1
714,242085,07/08/2025,22,21,0
715,429916,22/08/2025,19,6,0
716,514095,13/08/2025,9,15,0
717,10242,11/08/2025,23,17,-1
718,849554,08/08/2025,13,20,0
719,709440,17/08/2025,19,11,0
720,445933,20/08/2025,2,8,0
721,622481,01/08/2025,22,27,0
722,861488,18/08/2025,9,10,0
723,289001,12/08/2025,16,16,0
724,342465,12/08/2025,24,16,0
725,591133,07/08/2025,15,21,0
726,165683,22/08/2025,11,6,0
727,866894,06/08/2025,23,22,0
728,961978,15/08/2025,25,13,0
729,864853,25/08/2025,3,3,0
730,489297,25/08/2025,2,3,0
731,167107,13/08/2025,23,15,0
732,329405,07/08/2025,25,21,0
733,320918,03/08/2025,16,25,0
734,609123,02/08/2025,15,26,0
735,888964,14/08/2025,14,14,0
736,142334,04/08/2025,19,24,0
737,793973,03/08/2025,24,25,0
738,532932,18/08/2025,11,10,0
739,711164,20/08/2025,18,8,0
740,45303,01/08/2025,21,27,0
741,925965,09/08/2025,4,19,0
742,603529,07/08/2025,4,21,0
743,752050,13/08/2025,4,15,0
744,749964,15/08/2025,9,13,0
745,33655,01/08/2025,12,27,-1
746,168289,11/08/2025,2,17,0
747,997840,19/08/2025,21,9,0
748,627947,05/08/2025,12,23,0
749,201895,25/08/2025,18,3,0
750,991956,20/08/2025,9,8,0
751,22497,05/08/2025,5,23,0
752,43759,16/08/2025,11,12,0
753,545904,07/08/2025,21,21,0
754,660544,20/08/2025,4,8,0
755,302688,23/08/2025,3,5,0
756,311549,17/08/2025,18,11,0
757,747380,02/08/2025,11,26,0
758,589350,25/08/2025,18,3,0
759,208241,03/08/2025,4,25,0
760,251153,18/08/2025,0,10,0
761,912100,16/08/2025,19,12,0
762,228654,02/08/2025,15,26,0
763,750207,22/08/2025,0,6,0
764,501088,14/08/2025,23,14,0
765,552484,19/08/2025,14,9,0
766,193513,19/08/2025,12,9,0
767,903467,05/08/2025,12,23,0
768,63864,10/08/2025,25,18,-1
769,26887,14/08/2025,11,14,0
770,417025,13/08/2025,18,15,0
771,980957,14/08/2025,6,14,0
772,478040,06/08/2025,0,22,0
